positive_ratings,owners,average_playtime,median_playtime,price
57,10000.0,0,0,0.79
96,10000.0,0,0,2.89
97,10000.0,219,219,6.99
87,150000.0,0,0,0.0
85,150000.0,647,817,6.99
85,10000.0,0,0,6.99
81,75000.0,0,0,9.99
75,35000.0,0,0,1.99
84,10000.0,0,0,3.99
68,10000.0,0,0,5.59
58,10000.0,0,0,5.59
100,10000.0,0,0,3.99
73,10000.0,0,0,1.99
64,10000.0,0,0,6.99
53,750000.0,216,218,0.79
94,10000.0,225,225,8.99
47,10000.0,0,0,14.99
50,10000.0,0,0,14.99
60,10000.0,0,0,9.99
57,350000.0,249,288,10.99
30,10000.0,0,0,2.79
76,10000.0,0,0,10.99
17,150000.0,0,0,10.99
75,10000.0,0,0,0.0
93,10000.0,0,0,11.39
28,10000.0,0,0,7.19
55,10000.0,449,449,18.99
66,150000.0,0,0,0.0
36,10000.0,0,0,10.99
79,35000.0,0,0,7.19
85,10000.0,0,0,6.99
75,75000.0,8,8,14.99
87,10000.0,0,0,15.49
69,350000.0,157,168,0.79
92,35000.0,0,0,11.39
94,10000.0,0,0,3.99
90,10000.0,0,0,3.99
58,10000.0,0,0,14.99
95,350000.0,216,399,3.99
82,10000.0,0,0,3.99
88,10000.0,0,0,2.89
22,10000.0,0,0,3.99
90,10000.0,0,0,3.99
89,750000.0,535,682,14.99
76,10000.0,0,0,6.99
82,10000.0,0,0,2.89
94,10000.0,0,0,3.99
79,10000.0,0,0,12.99
74,75000.0,0,0,3.99
81,350000.0,224,351,14.99
87,35000.0,150,150,9.99
85,10000.0,0,0,3.99
78,10000.0,0,0,4.79
78,35000.0,0,0,24.99
64,10000.0,0,0,7.19
38,35000.0,0,0,4.99
43,750000.0,237,239,0.79
92,10000.0,0,0,0.79
90,10000.0,0,0,5.19
73,35000.0,0,0,2.89
72,10000.0,0,0,3.99
61,75000.0,0,0,1.99
70,35000.0,0,0,3.99
75,10000.0,0,0,5.19
70,10000.0,0,0,6.19
70,150000.0,0,0,7.19
79,10000.0,0,0,3.99
89,350000.0,10,11,0.0
69,150000.0,1,1,0.0
52,75000.0,0,0,6.99
68,150000.0,0,0,8.99
39,350000.0,400,402,3.99
90,10000.0,0,0,4.79
79,75000.0,0,0,23.79
91,10000.0,0,0,10.99
40,10000.0,0,0,2.79
70,10000.0,0,0,0.79
81,35000.0,0,0,2.09
100,10000.0,0,0,4.99
80,10000.0,0,0,6.99
79,35000.0,0,0,9.99
60,10000.0,0,0,4.99
98,1500000.0,10647,76,0.0
100,10000.0,0,0,5.59
89,10000.0,0,0,6.99
68,150000.0,2766,4436,27.99
100,10000.0,0,0,2.09
87,10000.0,161,161,8.99
81,10000.0,0,0,2.09
73,10000.0,0,0,3.99
46,75000.0,0,0,0.0
23,350000.0,183,205,4.99
88,750000.0,90,90,15.99
50,10000.0,0,0,8.99
64,10000.0,0,0,3.99
66,10000.0,0,0,3.99
100,10000.0,0,0,4.99
85,10000.0,0,0,1.59
78,10000.0,0,0,5.59
91,10000.0,0,0,3.99
76,150000.0,80,80,12.99
75,150000.0,453,595,39.99
55,10000.0,25,25,3.99
77,35000.0,0,0,9.99
84,10000.0,0,0,10.29
74,10000.0,0,0,4.99
85,35000.0,162,162,3.99
100,10000.0,0,0,10.99
88,75000.0,5,5,10.99
70,10000.0,0,0,7.19
64,10000.0,0,0,6.99
97,350000.0,181,279,3.99
88,10000.0,0,0,6.99
94,10000.0,0,0,3.99
84,75000.0,0,0,9.99
84,35000.0,0,0,14.99
66,10000.0,0,0,2.89
96,10000.0,0,0,0.79
80,10000.0,0,0,5.59
55,10000.0,0,0,3.99
61,10000.0,0,0,9.99
86,10000.0,0,0,6.99
100,10000.0,0,0,4.79
83,350000.0,183,237,4.99
34,10000.0,0,0,1.59
61,35000.0,226,226,1.59
92,10000.0,0,0,1.69
70,10000.0,0,0,7.19
78,35000.0,0,0,4.99
51,10000.0,0,0,4.79
90,10000.0,0,0,15.49
78,10000.0,0,0,5.8
72,10000.0,0,0,15.49
89,10000.0,0,0,5.19
46,10000.0,0,0,6.99
71,35000.0,0,0,3.99
98,75000.0,157,157,1.99
88,75000.0,323,323,8.59
85,10000.0,0,0,3.99
15,10000.0,0,0,7.99
66,10000.0,0,0,3.99
53,150000.0,0,0,27.1
89,150000.0,166,166,15.99
89,35000.0,0,0,14.99
80,150000.0,0,0,10.99
72,350000.0,794,1154,44.99
71,75000.0,1505,1505,10.99
55,10000.0,0,0,27.79
83,10000.0,0,0,11.39
77,35000.0,815,815,14.99
98,1500000.0,10087,6880,21.0
65,35000.0,153,153,6.99
52,10000.0,1500,1500,22.99
44,10000.0,0,0,3.99
80,10000.0,0,0,0.79
59,10000.0,0,0,18.99
90,10000.0,0,0,14.99
97,10000.0,0,0,24.99
72,1500000.0,103,70,3.99
87,35000.0,0,0,18.99
93,10000.0,0,0,1.99
79,75000.0,96,96,6.99
77,35000.0,0,0,4.99
83,150000.0,210,210,6.49
71,35000.0,0,0,9.99
71,10000.0,0,0,18.99
76,10000.0,0,0,5.59
76,10000.0,0,0,6.99
58,75000.0,171,172,3.99
65,10000.0,0,0,7.19
46,10000.0,0,0,30.99
80,150000.0,152,152,3.99
71,10000.0,0,0,2.89
91,10000.0,0,0,2.09
88,10000.0,0,0,0.0
96,10000.0,17,17,15.49
93,10000.0,0,0,3.99
59,10000.0,0,0,3.99
100,10000.0,0,0,3.99
77,10000.0,0,0,13.49
40,35000.0,0,0,5.59
69,10000.0,0,0,6.99
36,10000.0,0,0,3.99
83,35000.0,0,0,10.99
83,10000.0,0,0,4.79
100,10000.0,0,0,3.99
72,10000.0,0,0,4.99
46,10000.0,0,0,4.99
70,35000.0,0,0,4.99
82,10000.0,0,0,4.99
83,10000.0,0,0,11.39
76,35000.0,0,0,14.99
89,10000.0,0,0,4.79
62,10000.0,0,0,6.99
85,10000.0,0,0,3.99
96,10000.0,0,0,2.89
70,75000.0,335,335,3.99
64,10000.0,0,0,0.79
79,10000.0,0,0,6.99
94,350000.0,134,192,6.99
45,10000.0,0,0,10.99
68,10000.0,0,0,0.0
56,350000.0,256,265,3.99
82,10000.0,0,0,19.99
71,750000.0,1394,1765,19.99
36,10000.0,0,0,4.79
92,350000.0,83,86,10.99
56,10000.0,0,0,1.59
43,10000.0,0,0,14.99
89,35000.0,0,0,1.99
84,10000.0,0,0,2.28
79,75000.0,0,0,0.0
86,10000.0,0,0,6.99
87,150000.0,223,244,1.59
68,10000.0,0,0,3.99
100,10000.0,0,0,10.99
30,10000.0,0,0,4.99
49,750000.0,218,216,0.79
33,10000.0,0,0,6.99
34,10000.0,0,0,6.99
84,10000.0,0,0,0.79
70,150000.0,197,256,10.99
54,35000.0,349,425,1.99
59,350000.0,15906,48,0.0
60,10000.0,0,0,0.79
74,10000.0,0,0,4.79
87,10000.0,0,0,1.59
68,35000.0,351,357,3.99
89,150000.0,97,97,0.0
87,75000.0,188,188,7.99
87,10000.0,0,0,3.99
100,10000.0,0,0,6.99
64,10000.0,0,0,6.99
86,350000.0,321,306,0.9
50,10000.0,0,0,7.19
63,10000.0,9,9,7.19
85,10000.0,0,0,4.99
73,10000.0,0,0,4.99
83,150000.0,0,0,0.0
56,35000.0,274,274,1.99
62,35000.0,0,0,6.99
82,75000.0,132,263,6.99
70,35000.0,863,1392,10.99
93,350000.0,2398,2878,39.99
73,350000.0,77,123,0.0
92,10000.0,0,0,5.79
65,150000.0,232,282,1.59
91,35000.0,0,0,2.79
71,35000.0,94,129,4.79
70,750000.0,332,221,0.0
89,35000.0,0,0,1.99
92,75000.0,0,0,0.0
27,35000.0,275,294,0.79
62,35000.0,0,0,2.79
81,10000.0,0,0,5.79
67,75000.0,225,239,1.59
72,10000.0,0,0,1.69
71,10000.0,0,0,6.99
86,10000.0,0,0,9.99
73,75000.0,0,0,11.99
77,10000.0,0,0,3.99
61,10000.0,0,0,2.09
62,10000.0,0,0,3.99
94,10000.0,59,59,3.99
63,10000.0,0,0,1.59
76,10000.0,0,0,10.99
91,10000.0,0,0,0.0
78,10000.0,0,0,10.99
95,150000.0,213,317,6.99
0,10000.0,0,0,98.99
82,10000.0,0,0,18.99
88,75000.0,0,0,6.99
91,35000.0,445,445,1.69
51,75000.0,0,0,7.19
80,10000.0,221,221,6.99
90,1500000.0,323,295,4.79
80,75000.0,556,556,6.99
79,35000.0,0,0,3.99
97,10000.0,126,126,12.49
70,10000.0,0,0,6.29
54,10000.0,0,0,2.79
42,10000.0,0,0,1.59
75,10000.0,0,0,1.99
74,10000.0,0,0,0.0
79,10000.0,119,119,11.99
75,10000.0,0,0,1.99
0,10000.0,0,0,2.89
50,150000.0,1,1,0.0
89,150000.0,22,27,0.0
69,350000.0,242,250,1.99
89,35000.0,912,912,3.99
87,75000.0,0,0,22.99
75,10000.0,0,0,3.99
81,10000.0,0,0,4.79
44,75000.0,263,271,6.19
71,35000.0,0,0,14.99
45,10000.0,190,190,6.99
93,10000.0,0,0,19.99
85,350000.0,330,347,0.9
58,35000.0,268,268,2.09
74,35000.0,320,338,3.99
94,10000.0,0,0,2.09
69,35000.0,5,5,4.79
79,10000.0,178,178,15.49
57,35000.0,0,0,3.99
82,10000.0,0,0,3.99
76,10000.0,0,0,1.59
69,10000.0,0,0,5.79
79,10000.0,0,0,0.79
93,35000.0,0,0,11.99
97,7500000.0,1731,542,2.79
46,350000.0,183,203,1.99
81,35000.0,243,243,6.99
83,350000.0,150,170,0.79
80,75000.0,368,457,10.29
85,10000.0,0,0,10.99
56,75000.0,389,409,1.59
81,10000.0,0,0,3.99
87,10000.0,0,0,1.99
83,10000.0,0,0,3.99
65,10000.0,0,0,3.99
66,10000.0,0,0,8.99
76,35000.0,9,9,1.99
20,10000.0,0,0,1.99
77,35000.0,219,235,1.99
56,75000.0,0,0,0.0
53,35000.0,0,0,0.0
69,10000.0,0,0,4.79
98,75000.0,0,0,11.49
89,10000.0,0,0,3.99
90,10000.0,0,0,4.79
100,10000.0,0,0,7.19
53,35000.0,234,270,15.49
50,10000.0,0,0,14.99
42,350000.0,205,225,1.99
90,10000.0,0,0,6.99
70,10000.0,0,0,6.99
47,10000.0,0,0,1.99
42,10000.0,0,0,5.59
83,10000.0,0,0,5.59
43,10000.0,0,0,4.99
73,10000.0,0,0,10.29
71,10000.0,0,0,6.99
56,10000.0,0,0,6.99
83,10000.0,0,0,7.19
78,10000.0,0,0,3.99
69,10000.0,0,0,10.99
87,10000.0,0,0,7.19
67,10000.0,284,284,6.99
94,10000.0,0,0,10.99
91,10000.0,249,249,1.99
95,10000.0,0,0,4.99
80,35000.0,0,0,13.99
59,10000.0,0,0,3.99
33,10000.0,0,0,6.99
44,10000.0,0,0,14.99
81,35000.0,419,419,10.99
63,10000.0,0,0,14.99
36,75000.0,95,95,3.99
78,35000.0,134,134,6.99
96,1500000.0,1314,827,14.99
51,750000.0,85,112,0.0
50,10000.0,0,0,6.99
66,10000.0,0,0,7.19
87,10000.0,0,0,10.99
65,10000.0,0,0,11.39
100,10000.0,0,0,8.99
86,10000.0,0,0,1.99
79,75000.0,0,0,15.49
70,10000.0,0,0,4.99
81,10000.0,0,0,4.79
80,10000.0,0,0,5.59
83,10000.0,0,0,14.99
73,10000.0,0,0,3.99
48,10000.0,0,0,1.99
83,10000.0,1,1,10.99
35,35000.0,0,0,10.99
88,10000.0,0,0,10.99
59,35000.0,0,0,0.0
52,35000.0,241,241,1.69
66,10000.0,0,0,5.99
67,10000.0,0,0,14.99
54,15000000.0,3142,162,0.0
89,10000.0,0,0,6.99
56,35000.0,0,0,3.99
82,75000.0,368,368,6.99
95,10000.0,0,0,10.99
97,350000.0,125,156,0.79
89,35000.0,0,0,10.99
83,75000.0,0,0,5.99
73,35000.0,17954,17954,44.99
81,75000.0,55,55,14.99
81,10000.0,0,0,2.09
39,10000.0,0,0,9.0
92,10000.0,0,0,3.99
50,10000.0,0,0,6.99
30,10000.0,0,0,2.79
82,10000.0,0,0,6.99
94,350000.0,302,302,18.99
91,150000.0,222,229,0.79
85,35000.0,273,278,3.99
85,10000.0,0,0,1.99
82,10000.0,0,0,5.19
69,350000.0,194,227,0.79
82,75000.0,0,0,0.79
62,10000.0,0,0,2.99
69,10000.0,3,3,1.59
31,10000.0,0,0,7.19
74,10000.0,0,0,3.99
60,10000.0,0,0,5.79
95,10000.0,0,0,1.99
38,10000.0,16,18,0.79
80,10000.0,0,0,1.99
95,10000.0,25,25,1.69
89,75000.0,0,0,0.0
80,150000.0,190,276,10.99
53,35000.0,0,0,0.0
100,10000.0,0,0,4.99
57,35000.0,367,424,1.59
80,150000.0,0,0,0.0
73,150000.0,88,88,0.0
89,10000.0,1,1,0.79
33,10000.0,0,0,5.59
94,750000.0,1203,140,0.79
73,10000.0,0,0,10.29
89,750000.0,881,679,6.99
96,10000.0,0,0,9.99
61,35000.0,241,241,0.79
81,10000.0,0,0,0.79
79,350000.0,53,53,1.59
82,10000.0,52,52,6.99
94,10000.0,0,0,2.89
62,10000.0,0,0,0.79
73,10000.0,0,0,1.99
66,35000.0,240,246,2.79
79,10000.0,0,0,2.09
81,10000.0,0,0,6.99
50,10000.0,0,0,6.99
68,10000.0,0,0,6.99
56,150000.0,209,219,0.79
75,10000.0,220,220,2.09
40,10000.0,0,0,0.79
66,10000.0,0,0,5.99
78,35000.0,0,0,3.99
78,10000.0,0,0,1.99
43,10000.0,0,0,2.09
70,10000.0,0,0,39.99
92,150000.0,23,23,0.0
77,10000.0,0,0,6.99
33,10000.0,0,0,3.99
41,10000.0,0,0,2.09
33,10000.0,0,0,2.09
76,10000.0,277,277,18.99
93,150000.0,205,205,1.59
80,35000.0,228,225,2.79
94,3500000.0,2938,1953,29.99
23,10000.0,0,0,3.99
91,10000.0,0,0,3.99
85,10000.0,0,0,14.99
91,10000.0,0,0,5.59
89,10000.0,0,0,8.99
96,350000.0,87,118,5.99
63,10000.0,0,0,4.79
52,150000.0,17,17,0.0
89,10000.0,0,0,3.99
65,10000.0,0,0,12.49
93,10000.0,0,0,7.19
83,150000.0,199,251,10.99
65,10000.0,0,0,0.79
56,10000.0,0,0,3.99
88,35000.0,2,2,7.99
91,10000.0,0,0,6.99
88,10000.0,0,0,4.99
100,10000.0,280,280,10.99
75,10000.0,556,556,4.79
68,10000.0,0,0,1.99
88,10000.0,0,0,8.99
79,350000.0,19,19,0.0
72,10000.0,513,513,1.59
71,750000.0,1848,2515,0.0
53,150000.0,0,0,0.0
49,750000.0,62,90,0.0
94,10000.0,0,0,3.99
78,10000.0,0,0,19.49
70,10000.0,0,0,6.99
55,10000.0,0,0,13.99
62,10000.0,0,0,6.99
70,10000.0,0,0,4.79
73,35000.0,0,0,13.59
84,75000.0,0,0,29.99
88,10000.0,0,0,0.0
90,10000.0,0,0,6.99
91,35000.0,0,0,1.99
79,10000.0,0,0,4.99
93,10000.0,0,0,0.0
62,10000.0,4,4,1.59
82,10000.0,0,0,3.19
77,35000.0,0,0,6.99
85,10000.0,0,0,11.39
57,3500000.0,161,68,0.0
77,35000.0,0,0,0.79
61,35000.0,0,0,11.39
94,35000.0,0,0,24.99
73,10000.0,0,0,15.49
97,350000.0,42,51,0.0
50,10000.0,0,0,6.99
55,10000.0,0,0,1.59
66,10000.0,0,0,3.99
87,10000.0,0,0,9.99
80,10000.0,0,0,3.99
71,35000.0,0,0,14.99
98,10000.0,0,0,4.79
63,10000.0,0,0,4.79
90,10000.0,0,0,6.99
76,10000.0,0,0,14.99
88,35000.0,0,0,1.59
92,10000.0,0,0,2.79
93,150000.0,129,129,0.0
77,10000.0,0,0,1.59
72,35000.0,292,308,1.69
55,10000.0,0,0,6.99
86,10000.0,0,0,7.99
100,10000.0,0,0,7.19
58,10000.0,0,0,6.99
76,75000.0,0,0,4.99
22,75000.0,1,1,0.0
89,35000.0,0,0,6.99
98,10000.0,0,0,3.99
80,10000.0,189,189,4.99
85,150000.0,60,60,6.99
92,10000.0,0,0,2.09
84,10000.0,0,0,25.99
86,10000.0,0,0,6.99
81,10000.0,0,0,3.99
70,35000.0,0,0,0.0
86,10000.0,0,0,7.19
45,10000.0,0,0,2.79
51,10000.0,0,0,6.99
66,10000.0,0,0,1.59
73,350000.0,571,577,3.19
90,750000.0,1,1,0.0
90,350000.0,570,491,11.99
88,10000.0,0,0,1.99
29,350000.0,288,263,1.59
44,350000.0,255,246,0.79
86,1500000.0,1752,828,0.0
81,75000.0,245,291,1.59
62,10000.0,0,0,1.59
88,3500000.0,1351,52,0.0
94,10000.0,719,719,26.99
79,150000.0,0,0,0.0
100,10000.0,0,0,3.99
73,750000.0,210,205,0.79
78,10000.0,0,0,1.99
100,10000.0,0,0,3.99
82,10000.0,0,0,5.99
93,150000.0,91,100,4.99
56,10000.0,0,0,4.79
98,10000.0,0,0,3.99
63,10000.0,0,0,4.99
90,10000.0,0,0,0.79
73,10000.0,0,0,3.99
70,75000.0,0,0,10.99
77,35000.0,0,0,15.49
100,10000.0,0,0,5.79
93,10000.0,0,0,154.99
93,10000.0,0,0,2.09
83,350000.0,305,310,0.79
77,350000.0,942,657,39.99
70,10000.0,0,0,6.99
65,150000.0,11,11,0.0
81,350000.0,1399,1435,24.99
50,10000.0,0,0,1.99
73,10000.0,0,0,3.99
84,350000.0,14,16,0.0
48,35000.0,2,2,0.0
45,10000.0,0,0,3.99
70,750000.0,4823,4944,15.49
0,10000.0,0,0,14.99
62,10000.0,0,0,6.99
23,150000.0,0,0,0.79
81,10000.0,0,0,1.99
20,10000.0,0,0,3.99
80,75000.0,0,0,0.0
85,10000.0,0,0,14.99
87,1500000.0,272,303,10.99
85,350000.0,325,332,0.9
77,10000.0,0,0,0.79
78,10000.0,0,0,10.99
71,35000.0,0,0,10.29
54,150000.0,67,67,0.0
93,10000.0,0,0,4.79
75,35000.0,0,0,2.09
31,10000.0,0,0,10.99
99,10000.0,0,0,10.99
57,10000.0,0,0,2.09
46,75000.0,0,0,10.99
67,10000.0,0,0,6.19
93,10000.0,0,0,5.59
84,10000.0,0,0,4.79
80,10000.0,0,0,2.89
78,10000.0,0,0,2.89
83,10000.0,0,0,6.99
80,10000.0,0,0,6.99
80,75000.0,209,245,0.79
78,75000.0,377,377,3.99
62,10000.0,625,625,1.99
91,150000.0,1,1,0.0
37,10000.0,0,0,9.99
76,10000.0,0,0,14.99
76,10000.0,0,0,0.0
82,10000.0,0,0,5.99
70,35000.0,0,0,4.79
42,10000.0,0,0,4.79
75,10000.0,0,0,6.99
90,10000.0,0,0,5.99
67,10000.0,0,0,6.99
28,10000.0,0,0,4.79
95,75000.0,0,0,6.99
89,10000.0,0,0,5.59
87,75000.0,0,0,14.99
86,150000.0,0,0,13.59
81,10000.0,0,0,3.99
73,10000.0,0,0,3.99
50,10000.0,0,0,5.99
57,75000.0,164,204,3.99
54,150000.0,1,1,0.0
66,35000.0,217,217,4.79
85,150000.0,193,233,0.79
43,10000.0,0,0,3.99
50,10000.0,0,0,1.99
86,10000.0,0,0,7.19
44,10000.0,0,0,5.99
73,10000.0,0,0,6.99
95,75000.0,220,439,7.19
69,750000.0,4431,5167,33.99
64,75000.0,0,0,3.99
87,35000.0,257,257,5.19
95,10000.0,0,0,1.99
80,10000.0,0,0,3.99
90,10000.0,0,0,6.99
57,10000.0,0,0,5.99
94,10000.0,272,272,6.99
70,10000.0,0,0,19.99
57,75000.0,27,27,9.99
90,10000.0,0,0,3.99
84,350000.0,8,8,4.79
31,10000.0,0,0,5.59
79,35000.0,223,223,2.89
68,10000.0,0,0,10.99
45,75000.0,148,148,6.99
73,75000.0,1136,1136,29.99
0,10000.0,0,0,22.99
70,150000.0,51,51,1.99
31,150000.0,388,402,0.79
88,150000.0,331,331,6.99
65,1500000.0,1859,145,0.0
79,150000.0,145,239,0.0
68,10000.0,0,0,6.99
38,10000.0,0,0,3.99
93,35000.0,0,0,5.99
53,10000.0,0,0,0.0
77,10000.0,0,0,2.79
54,10000.0,0,0,0.0
78,75000.0,383,383,6.99
61,10000.0,0,0,15.49
25,10000.0,0,0,3.99
73,10000.0,0,0,6.99
71,350000.0,181,181,11.39
54,150000.0,7,7,0.0
100,10000.0,0,0,3.99
53,10000.0,0,0,6.99
78,10000.0,0,0,22.99
16,10000.0,0,0,6.99
59,150000.0,276,276,0.0
86,10000.0,0,0,0.0
62,10000.0,0,0,10.99
75,10000.0,0,0,9.99
88,10000.0,0,0,3.99
70,10000.0,0,0,4.99
89,10000.0,0,0,26.99
85,35000.0,0,0,2.09
79,10000.0,0,0,10.99
85,10000.0,162,162,2.89
26,35000.0,0,0,2.79
45,35000.0,217,217,4.99
73,350000.0,20,20,0.0
87,10000.0,0,0,6.99
65,35000.0,263,274,0.79
80,10000.0,0,0,9.99
66,10000.0,0,0,6.99
82,750000.0,198,311,13.99
55,10000.0,0,0,2.09
40,10000.0,0,0,3.99
87,35000.0,0,0,6.99
69,75000.0,11,18,10.99
86,10000.0,0,0,6.99
30,350000.0,326,376,2.79
70,10000.0,0,0,14.99
67,10000.0,0,0,5.99
85,10000.0,0,0,6.39
50,10000.0,0,0,3.99
83,15000000.0,1595,407,0.0
81,10000.0,0,0,6.99
91,35000.0,0,0,26.99
58,75000.0,294,294,0.79
95,10000.0,0,0,4.99
67,10000.0,0,0,3.99
84,10000.0,0,0,5.59
70,3500000.0,5046,383,0.0
22,10000.0,0,0,1.99
67,150000.0,164,175,4.99
62,150000.0,0,0,0.0
65,75000.0,338,566,0.79
82,10000.0,0,0,3.99
83,35000.0,211,219,3.99
26,350000.0,0,0,3.19
46,10000.0,0,0,2.79
100,10000.0,0,0,4.99
24,10000.0,0,0,10.99
45,150000.0,220,211,0.79
30,35000.0,0,0,2.79
79,10000.0,0,0,4.79
60,10000.0,0,0,2.79
70,350000.0,233,241,1.59
72,350000.0,256,264,3.99
78,35000.0,238,272,1.59
88,10000.0,0,0,3.99
80,10000.0,0,0,3.99
54,35000.0,0,0,7.19
85,35000.0,0,0,3.99
39,75000.0,0,0,0.0
84,1500000.0,526,304,0.0
50,10000.0,0,0,12.99
85,10000.0,0,0,9.99
63,35000.0,243,243,19.49
88,10000.0,0,0,5.59
67,150000.0,288,319,4.79
93,75000.0,87,87,0.0
33,350000.0,233,224,3.19
87,35000.0,0,0,2.79
69,10000.0,0,0,9.99
80,10000.0,0,0,4.99
63,35000.0,29,29,1.69
77,150000.0,0,0,0.0
90,35000.0,151,151,0.79
25,10000.0,0,0,6.99
69,35000.0,0,0,7.19
25,10000.0,0,0,3.99
90,10000.0,0,0,13.99
71,10000.0,0,0,23.79
92,10000.0,0,0,6.99
100,10000.0,0,0,6.99
73,10000.0,0,0,6.99
89,35000.0,435,435,4.79
80,150000.0,1,1,0.0
74,10000.0,0,0,9.99
75,35000.0,179,179,1.99
83,150000.0,0,0,24.99
80,10000.0,0,0,5.99
88,150000.0,3584,4993,13.59
81,150000.0,4,4,0.0
51,35000.0,0,0,25.99
43,10000.0,0,0,10.99
82,10000.0,0,0,10.99
89,10000.0,0,0,22.99
81,10000.0,0,0,5.59
75,10000.0,0,0,3.99
40,10000.0,0,0,9.99
48,350000.0,10,10,0.0
88,10000.0,0,0,0.79
83,35000.0,0,0,14.99
91,10000.0,0,0,15.49
35,10000.0,0,0,4.99
79,10000.0,0,0,6.99
69,10000.0,0,0,10.99
90,10000.0,0,0,4.79
88,350000.0,386,462,12.39
80,10000.0,0,0,14.99
54,10000.0,0,0,14.99
76,150000.0,283,381,10.99
86,10000.0,0,0,9.99
81,10000.0,0,0,22.99
71,10000.0,0,0,1.99
86,10000.0,0,0,5.99
76,10000.0,0,0,12.99
100,10000.0,0,0,4.99
83,10000.0,121,121,10.99
63,750000.0,160,76,0.0
60,10000.0,0,0,4.99
66,10000.0,0,0,3.99
93,10000.0,0,0,2.89
95,10000.0,0,0,3.99
84,75000.0,221,257,3.99
76,35000.0,0,0,29.99
0,10000.0,0,0,5.59
0,10000.0,0,0,5.59
20,10000.0,0,0,3.99
55,10000.0,0,0,5.59
25,10000.0,0,0,3.99
14,10000.0,0,0,3.99
13,10000.0,0,0,3.99
57,10000.0,0,0,5.19
77,10000.0,0,0,10.99
82,35000.0,0,0,41.99
0,10000.0,0,0,3.99
62,10000.0,0,0,10.59
79,10000.0,0,0,9.29
62,10000.0,0,0,4.79
90,150000.0,122,122,14.99
90,150000.0,335,347,0.9
91,10000.0,0,0,3.99
79,150000.0,0,0,0.0
41,75000.0,264,264,0.79
67,350000.0,0,0,14.99
77,350000.0,849,858,26.99
85,10000.0,0,0,10.99
93,35000.0,22,22,10.99
84,10000.0,0,0,11.99
33,10000.0,0,0,9.99
92,10000.0,0,0,5.19
74,75000.0,0,0,0.0
90,10000.0,0,0,2.99
91,750000.0,4377,6403,15.99
79,750000.0,1231,1342,49.99
38,10000.0,0,0,3.99
84,10000.0,29,29,14.99
92,10000.0,0,0,10.99
78,10000.0,0,0,11.99
67,10000.0,0,0,11.99
86,10000.0,0,0,13.59
88,10000.0,0,0,11.99
96,10000.0,0,0,4.99
95,35000.0,0,0,0.79
73,350000.0,8,8,0.0
78,35000.0,0,0,10.99
75,10000.0,0,0,2.09
97,350000.0,746,667,10.99
0,10000.0,0,0,4.99
85,75000.0,0,0,0.0
81,10000.0,0,0,3.99
84,35000.0,0,0,6.99
83,10000.0,0,0,6.99
81,750000.0,3902,7455,11.39
49,350000.0,178,270,0.79
64,10000.0,0,0,3.99
84,150000.0,294,317,3.99
54,150000.0,271,273,0.79
100,10000.0,0,0,6.99
27,150000.0,120,238,2.79
92,35000.0,221,267,1.59
67,10000.0,0,0,4.79
80,75000.0,243,276,3.99
100,10000.0,0,0,10.99
66,10000.0,0,0,1.59
55,75000.0,222,335,3.99
90,10000.0,208,208,1.59
76,35000.0,0,0,0.79
90,10000.0,0,0,0.79
34,35000.0,250,260,11.39
57,350000.0,227,269,0.79
93,35000.0,0,0,6.99
65,10000.0,0,0,0.79
0,10000.0,0,0,3.99
61,10000.0,0,0,1.59
88,10000.0,0,0,4.79
80,10000.0,0,0,6.99
44,10000.0,0,0,0.79
59,35000.0,0,0,4.99
68,150000.0,232,241,3.19
56,350000.0,232,264,3.19
86,350000.0,102,102,15.49
83,10000.0,0,0,10.99
75,10000.0,0,0,0.79
74,75000.0,12,12,0.0
83,35000.0,0,0,5.59
58,150000.0,193,204,3.19
94,35000.0,0,0,4.12
90,10000.0,0,0,4.99
60,10000.0,0,0,0.0
82,35000.0,0,0,8.99
58,150000.0,261,304,1.69
100,35000.0,0,0,2.89
55,350000.0,344,368,0.79
58,10000.0,0,0,1.99
90,10000.0,0,0,2.79
91,750000.0,152,91,12.99
97,10000.0,0,0,3.99
86,10000.0,0,0,2.79
64,10000.0,0,0,2.79
94,10000.0,0,0,2.09
74,10000.0,0,0,1.99
73,75000.0,0,0,0.0
88,10000.0,0,0,1.99
70,75000.0,284,297,1.69
61,10000.0,0,0,3.99
37,350000.0,253,271,1.59
78,10000.0,0,0,1.99
63,350000.0,238,245,0.79
55,10000.0,0,0,14.99
61,10000.0,0,0,3.99
95,75000.0,0,0,0.0
81,10000.0,0,0,6.99
66,10000.0,0,0,5.59
75,10000.0,0,0,1.99
76,350000.0,320,302,0.79
62,35000.0,204,204,1.99
95,10000.0,0,0,6.99
88,10000.0,0,0,4.79
68,10000.0,0,0,2.79
76,35000.0,215,218,1.99
95,35000.0,196,196,23.79
81,10000.0,192,192,6.99
76,35000.0,0,0,0.0
43,35000.0,292,303,0.79
80,10000.0,0,0,7.19
64,75000.0,0,0,0.0
75,75000.0,1,1,0.0
86,75000.0,0,0,0.0
83,150000.0,196,307,0.0
50,75000.0,0,0,0.0
81,10000.0,23,23,0.79
22,10000.0,0,0,7.19
75,10000.0,0,0,0.79
75,10000.0,0,0,15.49
66,35000.0,259,266,2.89
80,75000.0,0,0,0.0
