positive_ratings,owners,average_playtime,median_playtime,price
16,10000.0,0,0,6.19
64,10000.0,4,4,0.0
28,35000.0,0,0,0.79
100,10000.0,0,0,5.19
94,10000.0,0,0,7.19
27,35000.0,0,0,0.79
100,10000.0,0,0,3.99
87,35000.0,18,18,0.79
50,10000.0,0,0,0.79
100,10000.0,0,0,2.09
100,10000.0,0,0,15.49
84,10000.0,0,0,1.69
88,10000.0,0,0,3.99
61,10000.0,0,0,0.0
92,10000.0,0,0,2.09
76,10000.0,0,0,0.79
72,10000.0,0,0,11.99
97,10000.0,0,0,1.69
65,10000.0,0,0,0.79
25,10000.0,0,0,4.79
44,10000.0,0,0,0.79
96,10000.0,0,0,8.99
100,10000.0,0,0,2.09
50,10000.0,0,0,11.49
100,10000.0,0,0,5.79
100,10000.0,0,0,3.99
88,10000.0,0,0,0.79
72,10000.0,0,0,1.69
62,10000.0,0,0,2.89
88,10000.0,0,0,10.29
96,35000.0,0,0,0.0
82,10000.0,0,0,7.99
90,10000.0,0,0,10.29
75,10000.0,0,0,1.69
60,10000.0,0,0,2.09
66,10000.0,0,0,0.0
100,10000.0,0,0,4.79
75,10000.0,0,0,11.39
32,35000.0,0,0,0.79
16,10000.0,0,0,0.79
46,10000.0,0,0,13.99
0,10000.0,0,0,3.99
65,10000.0,0,0,0.79
25,10000.0,0,0,0.79
100,10000.0,0,0,3.99
66,10000.0,0,0,7.19
97,10000.0,0,0,3.99
95,150000.0,0,0,0.0
75,10000.0,0,0,0.79
100,10000.0,0,0,2.89
67,75000.0,213,213,1.69
73,10000.0,0,0,0.79
94,75000.0,0,0,0.0
100,10000.0,0,0,5.19
100,10000.0,0,0,0.0
71,10000.0,0,0,0.0
71,10000.0,0,0,3.99
78,10000.0,0,0,11.39
100,10000.0,0,0,6.19
53,10000.0,0,0,0.0
83,10000.0,0,0,2.09
72,10000.0,0,0,10.29
100,10000.0,0,0,2.09
70,10000.0,0,0,0.79
83,10000.0,0,0,3.99
75,10000.0,0,0,23.79
91,10000.0,0,0,0.79
83,10000.0,0,0,0.0
85,10000.0,0,0,0.0
0,10000.0,0,0,7.19
51,10000.0,0,0,2.09
87,10000.0,0,0,7.19
100,10000.0,0,0,5.19
57,10000.0,0,0,2.89
82,10000.0,0,0,0.79
0,10000.0,0,0,2.09
50,10000.0,0,0,1.69
22,10000.0,0,0,5.19
47,10000.0,0,0,5.79
4,10000.0,0,0,5.79
76,10000.0,0,0,4.79
86,10000.0,0,0,3.99
63,10000.0,0,0,0.79
100,10000.0,0,0,0.0
0,10000.0,0,0,15.49
75,10000.0,0,0,2.09
100,10000.0,0,0,1.69
75,10000.0,0,0,0.79
100,10000.0,0,0,3.99
40,10000.0,0,0,1.69
85,10000.0,0,0,1.99
75,10000.0,0,0,8.29
94,10000.0,0,0,11.39
90,10000.0,0,0,0.0
80,10000.0,0,0,0.0
77,35000.0,0,0,0.0
46,10000.0,0,0,0.0
100,10000.0,0,0,5.19
100,10000.0,0,0,4.79
31,35000.0,0,0,0.79
100,10000.0,0,0,11.39
100,10000.0,0,0,5.79
82,10000.0,0,0,2.09
50,10000.0,0,0,4.79
86,10000.0,0,0,15.49
59,10000.0,0,0,0.0
0,10000.0,0,0,5.79
80,75000.0,14,14,24.99
0,10000.0,0,0,4.79
19,10000.0,0,0,46.49
100,10000.0,0,0,2.09
14,10000.0,0,0,2.89
66,10000.0,0,0,0.79
100,10000.0,0,0,2.99
66,10000.0,0,0,2.09
97,10000.0,0,0,15.49
22,10000.0,0,0,0.79
60,10000.0,0,0,1.69
88,10000.0,0,0,3.99
83,10000.0,0,0,11.39
100,10000.0,0,0,3.99
90,10000.0,0,0,2.09
52,10000.0,0,0,0.79
93,10000.0,0,0,4.79
60,10000.0,0,0,0.0
75,10000.0,0,0,1.69
100,10000.0,0,0,3.99
64,35000.0,0,0,0.79
100,10000.0,0,0,3.99
48,10000.0,0,0,0.0
100,10000.0,0,0,4.99
0,10000.0,0,0,7.19
11,10000.0,0,0,4.79
88,10000.0,0,0,0.79
98,10000.0,0,0,1.69
88,10000.0,0,0,5.79
62,10000.0,0,0,10.99
80,10000.0,0,0,3.99
71,10000.0,0,0,1.69
57,10000.0,0,0,2.09
100,10000.0,0,0,11.39
58,10000.0,0,0,8.29
75,10000.0,0,0,0.79
18,10000.0,0,0,2.09
100,10000.0,0,0,19.49
88,10000.0,0,0,2.09
42,10000.0,0,0,0.79
57,10000.0,0,0,1.69
96,10000.0,0,0,4.79
100,10000.0,0,0,3.99
100,10000.0,0,0,3.99
100,10000.0,0,0,5.79
56,10000.0,0,0,7.19
100,10000.0,0,0,2.09
92,10000.0,0,0,4.79
100,10000.0,0,0,15.49
50,10000.0,0,0,11.39
90,35000.0,0,0,0.99
100,10000.0,0,0,0.85
75,10000.0,0,0,3.19
100,10000.0,0,0,11.39
0,10000.0,0,0,3.99
50,10000.0,0,0,1.99
75,10000.0,0,0,0.79
50,10000.0,0,0,13.99
89,350000.0,58,101,0.0
84,10000.0,0,0,0.79
94,10000.0,0,0,1.69
100,10000.0,0,0,1.1
100,10000.0,0,0,8.29
100,10000.0,0,0,0.79
57,10000.0,0,0,0.79
40,10000.0,0,0,0.79
0,10000.0,0,0,0.79
100,10000.0,0,0,1.69
100,10000.0,0,0,0.79
45,10000.0,0,0,0.79
91,10000.0,0,0,0.79
83,10000.0,0,0,13.99
33,10000.0,0,0,3.99
95,10000.0,0,0,2.89
66,10000.0,0,0,0.79
100,10000.0,0,0,1.69
0,10000.0,0,0,2.09
55,10000.0,0,0,4.79
80,10000.0,0,0,1.69
100,10000.0,0,0,6.19
86,10000.0,0,0,11.39
100,10000.0,0,0,5.19
84,35000.0,178,178,4.79
25,10000.0,0,0,2.09
64,10000.0,0,0,4.79
100,10000.0,0,0,3.99
76,10000.0,0,0,19.99
60,10000.0,0,0,1.69
100,10000.0,0,0,1.99
14,10000.0,0,0,2.09
60,10000.0,0,0,4.79
100,10000.0,0,0,7.19
100,10000.0,0,0,7.19
83,10000.0,0,0,2.09
57,10000.0,0,0,1.69
100,10000.0,0,0,0.0
100,10000.0,0,0,0.0
57,10000.0,0,0,0.79
88,10000.0,0,0,0.0
60,10000.0,0,0,6.19
100,10000.0,0,0,3.99
92,10000.0,0,0,1.69
84,10000.0,0,0,30.99
72,10000.0,0,0,5.79
63,10000.0,0,0,0.0
96,10000.0,0,0,11.39
100,10000.0,0,0,3.99
33,10000.0,0,0,1.69
75,10000.0,0,0,11.39
0,10000.0,0,0,4.79
100,10000.0,0,0,6.99
90,10000.0,0,0,11.39
0,10000.0,0,0,3.19
28,10000.0,0,0,1.99
25,10000.0,0,0,1.99
90,10000.0,0,0,3.99
64,10000.0,0,0,0.0
97,10000.0,0,0,2.09
100,10000.0,0,0,7.49
100,10000.0,0,0,0.79
50,10000.0,0,0,0.0
100,10000.0,0,0,1.69
60,10000.0,0,0,9.99
94,750000.0,128,80,0.0
25,10000.0,0,0,15.49
79,10000.0,0,0,5.79
66,10000.0,0,0,5.99
77,10000.0,0,0,0.79
70,10000.0,0,0,3.99
94,10000.0,0,0,13.49
89,10000.0,0,0,0.79
70,75000.0,0,0,5.79
33,10000.0,0,0,0.79
92,10000.0,0,0,7.19
83,10000.0,0,0,7.19
71,10000.0,0,0,0.79
88,10000.0,0,0,11.4
0,10000.0,0,0,7.19
100,10000.0,0,0,4.79
87,35000.0,0,0,0.0
0,10000.0,0,0,0.79
50,10000.0,0,0,7.19
66,10000.0,0,0,11.39
80,10000.0,0,0,0.79
83,10000.0,0,0,4.79
37,10000.0,0,0,5.49
91,10000.0,0,0,0.0
88,10000.0,0,0,11.39
71,10000.0,0,0,4.79
100,10000.0,0,0,3.99
92,10000.0,0,0,2.09
100,10000.0,0,0,0.79
85,10000.0,0,0,0.0
76,10000.0,0,0,8.99
100,10000.0,0,0,7.49
95,10000.0,0,0,0.0
75,10000.0,0,0,2.09
74,350000.0,3865,4453,37.99
63,35000.0,0,0,21.99
88,10000.0,0,0,0.0
95,10000.0,0,0,3.99
100,10000.0,0,0,0.79
50,10000.0,0,0,11.39
100,10000.0,0,0,3.99
75,10000.0,0,0,3.99
88,10000.0,0,0,5.99
25,10000.0,0,0,1.69
81,35000.0,0,0,0.79
95,10000.0,0,0,0.79
58,10000.0,0,0,2.09
64,10000.0,0,0,0.79
92,35000.0,0,0,0.0
90,35000.0,32,39,0.79
69,10000.0,0,0,0.0
100,10000.0,0,0,0.99
96,10000.0,384,384,23.79
0,10000.0,0,0,2.09
100,10000.0,0,0,4.49
66,35000.0,0,0,0.0
100,10000.0,0,0,1.69
85,10000.0,0,0,1.69
87,10000.0,0,0,3.99
100,10000.0,0,0,3.99
100,10000.0,0,0,3.99
90,10000.0,0,0,0.79
56,10000.0,0,0,0.79
0,10000.0,0,0,1.69
0,10000.0,0,0,11.39
25,10000.0,0,0,1.69
71,10000.0,0,0,1.69
50,10000.0,0,0,0.0
80,10000.0,0,0,2.09
25,10000.0,0,0,4.79
100,10000.0,0,0,16.99
100,10000.0,0,0,19.49
83,10000.0,0,0,11.39
32,35000.0,0,0,0.0
54,10000.0,0,0,0.79
40,35000.0,0,0,0.0
0,10000.0,0,0,5.79
68,10000.0,3,3,5.19
78,10000.0,0,0,0.79
80,10000.0,0,0,11.39
66,75000.0,0,0,0.0
100,10000.0,0,0,1.69
66,10000.0,0,0,3.99
81,10000.0,0,0,1.69
44,10000.0,0,0,0.79
100,10000.0,0,0,7.19
50,10000.0,0,0,3.99
61,10000.0,0,0,1.69
45,350000.0,129,178,0.0
66,10000.0,0,0,1.69
43,10000.0,0,0,7.19
46,10000.0,0,0,1.69
80,10000.0,0,0,5.19
38,10000.0,0,0,1.69
73,10000.0,0,0,0.0
72,10000.0,0,0,19.99
20,10000.0,0,0,2.0
62,35000.0,0,0,0.0
72,10000.0,0,0,0.0
40,10000.0,0,0,1.69
90,10000.0,0,0,0.0
100,10000.0,0,0,1.69
25,10000.0,0,0,0.79
33,10000.0,0,0,0.79
39,10000.0,0,0,1.69
12,10000.0,0,0,0.79
60,10000.0,0,0,0.0
54,10000.0,0,0,0.0
63,10000.0,0,0,5.19
88,10000.0,0,0,10.29
94,10000.0,0,0,3.99
80,10000.0,0,0,1.69
50,10000.0,0,0,2.89
14,10000.0,0,0,5.19
87,10000.0,0,0,10.29
96,10000.0,0,0,0.0
0,10000.0,0,0,7.19
85,10000.0,0,0,4.79
0,10000.0,0,0,3.99
42,10000.0,0,0,0.79
58,10000.0,0,0,1.69
82,35000.0,0,0,0.0
66,10000.0,0,0,1.69
80,10000.0,0,0,2.09
83,10000.0,0,0,1.69
86,10000.0,0,0,5.79
76,10000.0,0,0,3.99
30,10000.0,0,0,2.09
42,10000.0,0,0,0.79
100,10000.0,0,0,5.79
83,10000.0,0,0,0.79
83,10000.0,0,0,0.0
83,75000.0,0,0,0.0
93,10000.0,0,0,15.49
100,10000.0,0,0,0.79
100,10000.0,0,0,0.79
100,10000.0,0,0,3.99
90,10000.0,0,0,1.69
66,10000.0,0,0,6.19
97,10000.0,0,0,10.29
100,10000.0,0,0,3.99
47,35000.0,0,0,0.0
81,10000.0,0,0,7.19
33,10000.0,0,0,1.69
90,35000.0,0,0,0.0
0,10000.0,0,0,13.49
100,10000.0,0,0,2.89
56,10000.0,0,0,0.79
100,10000.0,0,0,1.99
72,10000.0,0,0,10.9
33,10000.0,0,0,1.69
57,10000.0,0,0,2.89
85,10000.0,0,0,3.99
100,10000.0,0,0,7.19
49,150000.0,686,686,0.0
83,10000.0,0,0,0.0
67,10000.0,0,0,0.79
50,10000.0,0,0,2.09
43,35000.0,0,0,0.0
100,10000.0,0,0,3.99
50,10000.0,0,0,3.99
100,10000.0,0,0,0.79
98,10000.0,0,0,7.19
50,10000.0,0,0,2.09
100,10000.0,0,0,6.99
96,10000.0,0,0,0.79
25,10000.0,0,0,2.89
0,10000.0,0,0,3.99
100,10000.0,0,0,1.69
71,75000.0,0,0,0.0
45,10000.0,0,0,0.79
61,10000.0,0,0,9.29
62,10000.0,0,0,2.89
58,10000.0,0,0,0.79
81,10000.0,0,0,4.99
100,10000.0,0,0,1.69
100,10000.0,0,0,3.99
71,10000.0,0,0,10.99
87,10000.0,0,0,3.99
100,10000.0,0,0,0.79
81,10000.0,0,0,2.09
76,35000.0,0,0,21.99
72,10000.0,0,0,0.79
42,10000.0,0,0,2.09
59,10000.0,0,0,1.69
75,10000.0,0,0,3.99
66,10000.0,0,0,3.99
65,35000.0,0,0,0.79
70,10000.0,0,0,0.79
64,10000.0,0,0,3.99
100,10000.0,0,0,0.79
55,10000.0,0,0,0.0
33,10000.0,0,0,0.79
100,10000.0,0,0,2.09
100,10000.0,0,0,5.79
42,10000.0,0,0,19.49
54,10000.0,0,0,2.09
50,10000.0,0,0,7.19
0,10000.0,0,0,2.09
87,10000.0,0,0,0.79
22,10000.0,0,0,1.69
42,10000.0,0,0,0.99
84,10000.0,0,0,0.79
80,10000.0,0,0,0.0
77,10000.0,0,0,2.09
64,10000.0,0,0,13.99
86,10000.0,0,0,3.99
45,10000.0,0,0,1.69
47,10000.0,0,0,1.69
75,10000.0,0,0,4.79
84,10000.0,0,0,0.0
33,10000.0,0,0,0.79
0,10000.0,0,0,2.09
89,10000.0,0,0,7.19
33,10000.0,0,0,7.19
81,10000.0,0,0,2.89
85,10000.0,0,0,0.79
50,10000.0,0,0,3.99
92,10000.0,0,0,3.99
100,10000.0,0,0,9.99
87,10000.0,0,0,0.0
75,10000.0,0,0,11.39
50,10000.0,0,0,1.69
89,35000.0,0,0,0.0
83,10000.0,0,0,7.19
100,10000.0,0,0,5.79
82,10000.0,0,0,4.79
84,75000.0,8659,8659,4.79
25,10000.0,0,0,5.19
50,10000.0,0,0,3.99
77,10000.0,0,0,11.99
100,10000.0,0,0,9.29
56,10000.0,0,0,1.69
66,10000.0,0,0,0.79
100,10000.0,0,0,2.09
81,10000.0,0,0,9.99
0,10000.0,0,0,3.99
25,10000.0,0,0,1.69
83,10000.0,1,1,11.39
100,10000.0,0,0,2.89
100,10000.0,0,0,15.49
64,10000.0,0,0,0.79
63,10000.0,0,0,0.79
100,10000.0,0,0,0.89
66,10000.0,0,0,11.39
91,350000.0,77,102,0.79
83,10000.0,0,0,0.79
0,10000.0,0,0,15.49
45,10000.0,0,0,0.79
100,10000.0,0,0,1.69
100,10000.0,0,0,0.0
50,10000.0,0,0,0.0
86,10000.0,0,0,2.09
50,10000.0,0,0,0.79
100,10000.0,0,0,3.99
33,10000.0,0,0,0.79
60,10000.0,0,0,3.99
62,350000.0,639,812,0.0
28,10000.0,0,0,0.79
51,10000.0,0,0,0.79
73,35000.0,0,0,0.0
100,10000.0,0,0,3.99
100,10000.0,0,0,1.69
100,10000.0,0,0,6.99
60,10000.0,0,0,7.19
0,10000.0,0,0,0.79
58,10000.0,0,0,0.0
100,10000.0,0,0,0.79
100,10000.0,0,0,1.69
62,10000.0,0,0,0.79
66,10000.0,0,0,6.19
95,10000.0,0,0,7.99
100,10000.0,0,0,11.39
100,10000.0,0,0,11.39
33,10000.0,0,0,15.49
50,10000.0,0,0,0.79
65,35000.0,0,0,0.0
100,10000.0,0,0,11.39
58,10000.0,0,0,0.79
87,10000.0,0,0,11.39
100,10000.0,0,0,3.99
100,10000.0,0,0,7.19
100,10000.0,0,0,5.79
88,10000.0,0,0,7.19
50,10000.0,0,0,13.49
80,10000.0,0,0,0.0
50,10000.0,0,0,7.19
100,10000.0,0,0,2.89
91,10000.0,0,0,0.79
50,10000.0,0,0,30.99
91,35000.0,0,0,2.89
61,10000.0,0,0,24.99
93,10000.0,0,0,0.79
60,10000.0,0,0,0.79
88,10000.0,0,0,4.79
100,10000.0,0,0,0.79
0,10000.0,0,0,1.69
76,10000.0,0,0,2.89
91,10000.0,0,0,0.79
58,10000.0,0,0,0.79
100,10000.0,0,0,4.79
60,10000.0,0,0,6.19
45,10000.0,0,0,0.79
100,10000.0,0,0,1.99
100,10000.0,0,0,1.69
43,150000.0,0,0,0.0
89,10000.0,0,0,3.99
30,10000.0,0,0,0.79
81,150000.0,211,268,11.39
97,35000.0,1,1,19.49
24,10000.0,0,0,1.69
33,10000.0,0,0,6.99
0,10000.0,0,0,3.99
85,10000.0,0,0,1.69
100,10000.0,0,0,7.19
50,10000.0,0,0,2.89
16,10000.0,0,0,0.79
100,10000.0,0,0,7.19
60,10000.0,0,0,4.79
81,10000.0,0,0,0.79
71,10000.0,0,0,5.79
80,10000.0,0,0,0.0
72,10000.0,0,0,24.99
64,10000.0,0,0,0.0
62,10000.0,0,0,0.79
48,10000.0,0,0,7.19
84,10000.0,0,0,3.99
85,10000.0,0,0,6.19
30,10000.0,0,0,4.99
100,10000.0,0,0,2.89
78,10000.0,0,0,11.99
28,10000.0,0,0,1.69
94,10000.0,0,0,7.19
75,10000.0,0,0,6.19
50,10000.0,0,0,3.99
66,10000.0,0,0,3.99
73,10000.0,0,0,1.69
25,10000.0,0,0,0.79
100,10000.0,0,0,1.2
80,10000.0,0,0,2.09
63,10000.0,0,0,39.99
95,10000.0,0,0,3.99
60,10000.0,0,0,0.79
94,10000.0,0,0,2.89
99,35000.0,0,0,0.0
96,10000.0,0,0,15.49
75,10000.0,0,0,5.79
100,10000.0,0,0,11.39
78,10000.0,0,0,0.0
33,10000.0,0,0,3.99
50,10000.0,0,0,3.99
75,10000.0,0,0,1.69
83,10000.0,0,0,0.79
22,10000.0,0,0,1.69
52,10000.0,0,0,0.79
50,10000.0,0,0,0.79
100,10000.0,0,0,3.99
86,35000.0,0,0,0.0
28,10000.0,0,0,1.69
55,10000.0,0,0,3.99
50,10000.0,0,0,3.99
58,10000.0,0,0,5.19
50,10000.0,0,0,3.99
93,10000.0,0,0,2.89
25,10000.0,0,0,0.79
86,10000.0,0,0,7.19
65,10000.0,0,0,5.79
100,10000.0,0,0,2.09
96,10000.0,568,568,6.19
100,10000.0,0,0,2.89
92,150000.0,950,1434,15.8
94,10000.0,0,0,5.79
50,10000.0,0,0,15.49
67,35000.0,0,0,1.69
81,35000.0,19,19,2.89
50,10000.0,0,0,1.69
0,10000.0,0,0,0.79
90,10000.0,0,0,0.79
88,10000.0,0,0,7.19
87,10000.0,0,0,9.99
89,10000.0,0,0,0.99
81,10000.0,0,0,15.49
25,10000.0,0,0,5.19
100,10000.0,0,0,1.69
67,10000.0,0,0,4.79
100,10000.0,0,0,2.89
100,10000.0,0,0,5.19
60,10000.0,0,0,9.29
50,10000.0,0,0,13.99
25,10000.0,0,0,0.79
100,10000.0,0,0,19.49
75,10000.0,0,0,1.69
100,10000.0,0,0,1.69
58,10000.0,0,0,7.19
95,1500000.0,841,843,44.99
66,10000.0,0,0,1.69
100,10000.0,0,0,5.79
100,10000.0,0,0,2.09
72,75000.0,0,0,0.0
95,10000.0,0,0,5.79
100,10000.0,0,0,1.69
75,10000.0,0,0,1.69
66,10000.0,0,0,4.79
33,10000.0,0,0,9.29
78,75000.0,0,0,1.69
100,10000.0,0,0,0.0
57,35000.0,0,0,0.79
64,10000.0,0,0,3.99
62,10000.0,0,0,3.99
62,10000.0,0,0,3.99
98,10000.0,0,0,3.99
100,10000.0,0,0,1.69
50,10000.0,0,0,2.09
92,10000.0,0,0,0.0
92,10000.0,0,0,15.49
42,10000.0,0,0,4.99
100,10000.0,0,0,2.09
66,10000.0,0,0,2.09
77,10000.0,0,0,3.99
40,10000.0,0,0,3.99
62,10000.0,0,0,4.99
100,10000.0,0,0,2.09
0,10000.0,0,0,1.69
16,10000.0,0,0,1.69
42,35000.0,0,0,0.0
25,10000.0,0,0,2.89
78,10000.0,0,0,5.79
76,1500000.0,130,54,0.0
66,75000.0,0,0,0.79
37,10000.0,0,0,0.79
65,10000.0,0,0,0.0
66,10000.0,0,0,2.09
0,10000.0,0,0,0.79
42,10000.0,0,0,0.79
95,10000.0,0,0,5.79
80,10000.0,0,0,3.99
98,10000.0,0,0,13.49
92,10000.0,0,0,0.0
14,10000.0,0,0,5.79
38,10000.0,0,0,5.79
33,10000.0,0,0,6.19
90,10000.0,0,0,4.79
81,35000.0,380,380,5.19
86,10000.0,0,0,15.99
45,10000.0,0,0,5.19
37,10000.0,0,0,4.79
50,10000.0,0,0,0.79
100,10000.0,0,0,0.79
50,35000.0,0,0,0.79
100,10000.0,0,0,2.09
71,10000.0,0,0,2.09
44,10000.0,0,0,9.29
66,10000.0,0,0,5.19
41,10000.0,0,0,2.09
100,10000.0,0,0,0.0
87,10000.0,0,0,7.19
56,10000.0,0,0,0.0
40,10000.0,0,0,3.99
67,10000.0,0,0,0.79
80,35000.0,0,0,0.0
95,10000.0,0,0,0.0
76,10000.0,0,0,0.0
18,35000.0,0,0,0.0
85,10000.0,0,0,3.99
93,10000.0,0,0,5.19
97,10000.0,0,0,11.39
100,10000.0,0,0,8.29
50,10000.0,0,0,0.79
50,10000.0,0,0,0.79
72,35000.0,35,35,0.79
84,10000.0,0,0,7.19
87,10000.0,0,0,4.79
100,10000.0,0,0,7.99
100,10000.0,0,0,15.49
89,75000.0,0,0,0.0
63,10000.0,0,0,0.0
50,10000.0,0,0,3.99
100,10000.0,0,0,3.99
0,10000.0,0,0,1.69
80,10000.0,0,0,3.99
66,10000.0,0,0,2.09
0,10000.0,0,0,5.19
78,10000.0,0,0,3.99
100,10000.0,0,0,2.89
71,10000.0,0,0,3.99
0,10000.0,0,0,1.69
85,35000.0,0,0,0.0
52,10000.0,0,0,0.79
75,10000.0,0,0,0.79
64,10000.0,0,0,5.34
66,10000.0,0,0,1.69
61,10000.0,0,0,0.79
83,10000.0,0,0,0.79
0,10000.0,0,0,3.99
92,10000.0,0,0,5.19
100,10000.0,0,0,0.79
62,10000.0,0,0,30.99
50,10000.0,0,0,2.09
84,10000.0,0,0,49.99
100,10000.0,0,0,1.69
72,10000.0,0,0,15.49
92,10000.0,0,0,1.69
66,35000.0,0,0,11.39
74,10000.0,0,0,6.19
77,10000.0,0,0,24.99
94,10000.0,0,0,1.69
50,10000.0,0,0,7.19
100,10000.0,0,0,0.79
66,10000.0,0,0,4.79
78,10000.0,0,0,0.79
71,10000.0,0,0,19.49
100,10000.0,0,0,10.29
100,10000.0,0,0,11.39
100,10000.0,0,0,2.09
62,10000.0,0,0,0.0
80,10000.0,0,0,11.39
66,10000.0,0,0,8.29
100,10000.0,0,0,3.99
0,10000.0,0,0,2.09
100,10000.0,0,0,0.79
37,10000.0,0,0,0.79
89,10000.0,0,0,7.99
16,10000.0,0,0,0.0
100,10000.0,0,0,1.69
55,10000.0,0,0,29.99
88,10000.0,0,0,4.79
56,10000.0,0,0,0.79
100,10000.0,0,0,0.79
100,10000.0,0,0,0.79
100,10000.0,0,0,1.69
88,10000.0,0,0,3.99
0,10000.0,0,0,7.19
100,10000.0,0,0,7.19
85,10000.0,0,0,7.19
88,10000.0,0,0,2.99
88,10000.0,0,0,6.19
0,10000.0,0,0,7.19
94,10000.0,0,0,4.79
60,10000.0,0,0,0.0
94,75000.0,0,0,0.0
100,10000.0,0,0,4.79
50,10000.0,0,0,4.79
89,10000.0,0,0,2.09
100,10000.0,0,0,2.09
83,10000.0,0,0,2.89
20,10000.0,0,0,2.09
100,10000.0,0,0,0.79
20,10000.0,0,0,3.99
66,10000.0,0,0,1.69
71,10000.0,0,0,1.69
46,10000.0,0,0,19.49
57,10000.0,0,0,5.19
88,10000.0,0,0,15.99
66,10000.0,0,0,0.79
45,10000.0,0,0,0.0
57,35000.0,0,0,0.79
50,10000.0,0,0,3.99
0,10000.0,0,0,2.09
100,10000.0,0,0,7.19
75,10000.0,0,0,6.19
99,10000.0,0,0,23.79
68,10000.0,0,0,0.0
55,10000.0,0,0,7.19
100,10000.0,0,0,0.79
37,10000.0,0,0,2.09
100,10000.0,0,0,10.99
75,10000.0,0,0,3.99
83,10000.0,0,0,3.99
95,10000.0,0,0,19.49
100,10000.0,0,0,7.19
100,10000.0,0,0,5.19
82,10000.0,0,0,2.09
66,10000.0,0,0,0.0
88,35000.0,0,0,0.0
86,10000.0,0,0,0.0
100,10000.0,0,0,10.99
100,10000.0,0,0,0.79
89,10000.0,0,0,0.0
100,10000.0,0,0,6.19
100,10000.0,0,0,1.69
61,10000.0,0,0,0.79
40,10000.0,0,0,7.19
96,10000.0,123,123,11.39
85,10000.0,84,84,34.99
90,10000.0,0,0,3.99
87,10000.0,0,0,0.0
87,10000.0,0,0,49.99
66,10000.0,0,0,6.19
63,35000.0,0,0,0.0
93,10000.0,0,0,0.0
0,10000.0,0,0,4.79
87,10000.0,0,0,10.29
0,10000.0,0,0,1.69
55,10000.0,0,0,0.79
33,10000.0,0,0,7.19
33,10000.0,0,0,0.79
96,10000.0,0,0,0.0
68,10000.0,0,0,0.0
80,10000.0,0,0,2.89
47,10000.0,0,0,3.99
0,10000.0,0,0,5.79
90,10000.0,0,0,3.99
100,10000.0,0,0,13.99
88,10000.0,0,0,0.0
100,10000.0,0,0,11.39
85,10000.0,0,0,4.79
61,35000.0,0,0,0.0
100,10000.0,0,0,7.19
65,10000.0,0,0,9.29
88,10000.0,0,0,9.29
81,10000.0,0,0,0.79
100,10000.0,0,0,5.79
66,10000.0,0,0,1.69
0,10000.0,0,0,4.79
63,10000.0,0,0,0.79
100,10000.0,0,0,5.79
100,10000.0,0,0,2.89
42,10000.0,0,0,0.79
29,35000.0,0,0,0.79
42,35000.0,0,0,0.0
86,75000.0,0,0,0.0
100,10000.0,0,0,3.99
50,10000.0,0,0,0.79
50,75000.0,0,0,0.0
55,10000.0,0,0,0.0
77,10000.0,0,0,2.09
79,10000.0,0,0,3.99
66,10000.0,0,0,3.99
66,10000.0,0,0,0.79
70,10000.0,0,0,2.09
100,10000.0,0,0,2.99
50,10000.0,0,0,0.79
93,10000.0,0,0,0.0
60,10000.0,0,0,1.69
75,10000.0,0,0,0.0
63,10000.0,0,0,0.0
58,10000.0,0,0,0.0
84,75000.0,0,0,0.0
25,10000.0,0,0,7.19
68,10000.0,0,0,5.69
50,10000.0,0,0,5.79
25,10000.0,0,0,15.49
100,10000.0,0,0,2.89
54,10000.0,0,0,2.09
75,10000.0,0,0,0.79
100,10000.0,0,0,0.79
98,10000.0,0,0,10.29
80,10000.0,0,0,0.78
100,10000.0,0,0,0.78
63,10000.0,0,0,0.78
71,10000.0,0,0,0.78
75,10000.0,0,0,0.78
50,10000.0,0,0,0.78
62,10000.0,0,0,0.78
54,10000.0,0,0,0.78
100,10000.0,0,0,0.78
12,10000.0,0,0,3.99
100,10000.0,0,0,3.99
69,10000.0,0,0,3.99
95,10000.0,0,0,15.49
100,10000.0,0,0,11.39
74,35000.0,0,0,0.0
78,10000.0,0,0,2.09
93,10000.0,0,0,2.09
100,10000.0,0,0,0.79
59,35000.0,0,0,0.0
93,10000.0,0,0,0.0
37,10000.0,0,0,2.89
30,10000.0,0,0,0.79
50,10000.0,0,0,0.0
75,10000.0,0,0,1.99
100,10000.0,0,0,19.99
92,10000.0,0,0,10.29
71,35000.0,43632,71857,2.89
66,10000.0,0,0,11.39
100,10000.0,0,0,5.19
66,10000.0,0,0,0.79
78,10000.0,0,0,0.0
80,10000.0,0,0,1.99
96,10000.0,0,0,0.0
81,75000.0,0,0,0.0
100,10000.0,0,0,1.69
60,10000.0,30,30,2.09
87,10000.0,0,0,7.19
77,10000.0,0,0,10.29
83,10000.0,0,0,3.99
93,10000.0,0,0,10.99
88,10000.0,0,0,0.79
40,10000.0,0,0,0.0
66,10000.0,0,0,0.72
75,10000.0,0,0,1.99
80,10000.0,0,0,0.0
81,10000.0,0,0,11.39
80,10000.0,0,0,11.39
92,35000.0,21,21,1.69
37,10000.0,0,0,4.79
85,10000.0,0,0,9.99
43,10000.0,0,0,5.99
45,10000.0,0,0,7.19
80,10000.0,0,0,2.89
33,10000.0,0,0,2.09
